action_id,entity_id,action_type,effort_hours,expected_lift_pct,status
ACT0147,PLA032,escalate,26,14.7,Ready
ACT0148,PLA032,escalate,25,10.5,Complete
ACT0149,PLA034,escalate,20,12.9,Complete
ACT0150,PLA014,prioritize,41,3.8,In Review
ACT0151,PLA012,prioritize,24,20.8,Complete
ACT0152,PLA023,prioritize,4,14.3,Proposed
ACT0153,PLA018,escalate,40,21.3,Proposed
ACT0154,PLA009,automate,44,10.7,Complete
ACT0155,PLA015,monitor,12,6.7,Complete
ACT0156,PLA025,document,18,14.0,In Review
ACT0157,PLA001,document,42,12.2,Ready
ACT0158,PLA007,automate,7,23.7,In Review
ACT0159,PLA022,validate,33,4.6,Complete
ACT0160,PLA033,monitor,32,5.0,Complete
ACT0161,PLA024,prioritize,21,20.8,Proposed
ACT0162,PLA028,prioritize,8,6.9,In Review
ACT0163,PLA010,escalate,31,2.6,In Review
ACT0164,PLA011,document,22,13.4,Ready
ACT0165,PLA026,automate,4,18.2,In Review
ACT0166,PLA001,validate,20,13.3,In Review
ACT0167,PLA018,validate,19,10.6,In Review
ACT0168,PLA014,automate,7,12.7,Proposed
ACT0169,PLA033,document,31,14.3,Ready
ACT0170,PLA018,escalate,40,5.1,Ready
ACT0171,PLA027,validate,15,4.0,Complete
ACT0172,PLA035,prioritize,24,8.5,Complete
ACT0173,PLA004,prioritize,6,20.9,Complete
ACT0174,PLA017,document,17,22.1,Proposed
ACT0175,PLA001,validate,16,20.9,Complete
ACT0176,PLA001,document,3,11.1,Proposed
ACT0177,PLA021,prioritize,31,9.0,Complete
ACT0178,PLA031,automate,8,23.1,Complete
ACT0179,PLA005,validate,22,7.9,Proposed
ACT0180,PLA003,document,4,11.1,Complete
ACT0181,PLA030,document,27,21.8,Ready
ACT0182,PLA005,document,9,5.3,In Review
ACT0183,PLA024,monitor,25,9.4,Complete
ACT0184,PLA028,validate,19,18.7,Complete
ACT0185,PLA032,automate,25,16.2,Ready
ACT0186,PLA036,document,24,21.4,Proposed
ACT0187,PLA020,prioritize,41,21.9,Ready
ACT0188,PLA015,escalate,31,9.8,Complete
ACT0189,PLA010,document,35,22.5,Ready
ACT0190,PLA026,automate,17,9.0,Complete
ACT0191,PLA012,prioritize,38,7.2,Proposed
ACT0192,PLA013,prioritize,32,22.5,In Review
ACT0193,PLA021,validate,25,8.5,Proposed
ACT0194,PLA018,automate,42,8.4,Ready
ACT0195,PLA023,document,17,14.7,Ready
ACT0196,PLA035,validate,27,18.9,Complete
ACT0197,PLA013,document,30,5.0,Proposed
ACT0198,PLA004,prioritize,31,10.2,Complete
ACT0199,PLA008,validate,44,15.0,Complete
ACT0200,PLA014,document,4,8.2,Proposed
ACT0201,PLA006,automate,44,21.2,Proposed
ACT0202,PLA020,monitor,33,22.3,Complete
ACT0203,PLA034,automate,12,21.7,Ready
ACT0204,PLA006,automate,42,12.3,In Review
ACT0205,PLA017,prioritize,9,11.1,Proposed
ACT0206,PLA031,document,28,4.9,In Review
ACT0207,PLA010,automate,33,5.2,Ready
ACT0208,PLA015,prioritize,16,8.0,Complete
ACT0209,PLA005,prioritize,38,23.5,Proposed
ACT0210,PLA035,automate,40,7.7,In Review
ACT0211,PLA009,monitor,6,10.0,Proposed
ACT0212,PLA028,automate,18,8.2,Proposed
ACT0213,PLA023,automate,3,15.2,Proposed
ACT0214,PLA014,document,23,16.5,In Review
ACT0215,PLA030,validate,33,12.9,Ready
ACT0216,PLA008,automate,32,12.0,Ready
ACT0217,PLA029,escalate,21,22.8,In Review
ACT0218,PLA008,automate,28,8.9,Proposed
ACT0219,PLA022,prioritize,6,9.3,Ready
ACT0220,PLA014,prioritize,29,16.7,In Review
